Ticker,Exch.,Name,ICB_Level 2,Mar.Cap (mn USD),Outs. Share,Listed Share,Freefloat (Share),% Freefloat,Total foreign-room (Share),Foreign-owned (Share),Remaining Room (share),% State-owned,% Foreign-owned,% Other-owned,% Remained room,Beta,BVPS (VND),Basic EPS (VND),Basic PE,PB,% ROE,% ROA,EBIT (USD mn),EBITDA (USD mn),,Revenue Plan 2020 (USD mn),"Profit Plan 2020
(USD mn)",Price (VND),T-1,% T-1,% T-3,% 1M,% YTD,% YoY,Matched Vol. ,Put-through Vol.,Matched Value (USD) ,Put-through Value (USD),Total Vol.,"Total Val.
(USD)",TURNOVER 20D,% turnover vs prev 20D,Avg.Vol 20D ,Buying Vol.,Selling Vol.,Net off Vol.,Buying Val.  (USD),Selling Val.  (USD),Net off Val. (USD)
S74,HNX,Song Da 7.04,Construction & Materials L2,1.200361866," 6,480,000 "," 6,480,000 "," 2,592,000 ",40.0%, -   ," (3,085,886)"," 3,085,886 ",23.46%,1.38%,75.16%,47.62%,-0.30," 18,318.69 ", (452.89), (9.49), 0.23 ,0.00%,0.00%,0,0,,0,0," 4,300 ", -   ,0.00%,0.00%,0.00%,-8.51%,-4.44%, -   , -   , -   , -   , -   , -   ," 8,039,500 ",253.01%," 1,865 ", -   , -   , -   , -   , -   , -   
S99,HNX,Song Da 99 (SCI),Construction & Materials L2,29.13474031," 52,426,723 "," 52,426,723 "," 52,426,723 ",100.0%, -   ," (25,359,591)"," 25,359,591 ",0.00%,0.63%,99.37%,48.37%,0.06," 12,812.07 ", 687.24 , 17.17 , 0.92 ,4.14%,1.42%,8.703022833,14.24940959,,0,0," 12,900 "," 1,100 ",9.32%,15.18%,86.96%,51.76%,52.19%," 931,812 ", -   ," 505,668 ", -   ," 931,812 "," 505,668 "," 2,320,600,004 ",405.76%," 222,166 ", -   , -   , -   , -   , -   , -   
SAF,HNX,Safoco Foodstuff,Food & Beverage L2,18.45416841," 10,055,789 "," 7,918,154 "," 1,508,368 ",15.0%, -   ," (3,596,038)"," 3,596,038 ",51.30%,3.58%,45.12%,35.76%,-0.71," 14,889.86 "," 4,203.32 ", 10.90 , 3.08 ,31.80%,19.49%,2.147196923,1.954868544,,46.09486064,1.895489596," 42,600 "," (3,200)",-6.99%,-6.78%,-22.49%,-3.56%,4.24%, 337 , -   , 649 , -   , 337 , 649 ," 15,697,000 ",-14.63%, 315 , 8 , -   , 8 , 16 , -   , 16 
SCI,HNX,SCI E&C,Construction & Materials L2,7.297615646," 12,099,968 "," 12,099,968 "," 4,839,987 ",40.0%, -   ," (5,928,942)"," 5,928,942 ",42.15%,0.00%,57.85%,49.00%,1.02," 17,265.62 "," 3,065.03 ", 4.89 , 0.87 ,18.54%,3.43%,4.82396199,8.110051824,,0,0," 14,000 "," (1,000)",-6.67%,-11.39%,33.33%,11.11%,7.69%," 30,779 ", -   ," 18,546 ", -   ," 30,779 "," 18,546 "," 1,230,311,021 ",-65.10%," 88,916 ", -   , -   , -   , -   , -   , -   
SD2,HNX,Song Da 2 JSC,Construction & Materials L2,4.660169732," 14,423,536 "," 14,423,536 "," 7,932,945 ",55.0%, -   ," (6,190,058)"," 6,190,058 ",49.00%,6.08%,44.92%,42.92%,0.21," 13,170.22 "," (1,660.10)", (4.28), 0.54 ,-12.59%,-3.77%,0.057678916,0.413316739,,0,0," 7,500 ", 400 ,5.63%,4.17%,47.06%,47.06%,47.06%, 200 , -   , 63 , -   , 200 , 63 ," 58,224,500 ",-97.49%," 9,232 ", -   , -   , -   , -   , -   , -   
SD4,HNX,Song Da 4 JSC,Construction & Materials L2,1.597380778," 10,300,000 "," 10,300,000 "," 3,605,000 ",35.0%, -   ," (4,655,467)"," 4,655,467 ",65.00%,3.80%,31.20%,45.20%,-0.18," 17,507.96 ", 886.51 , 4.17 , 0.21 ,5.05%,0.67%,2.832589784,3.815721266,,35.75582648,0.631456511," 3,600 ", (100),-2.70%,0.00%,-12.20%,-2.70%,-40.00%," 2,200 ", -   , 341 , -   ," 2,200 ", 341 ," 7,676,500 ",3.17%," 2,253 ", -   , -   , -   , -   , -   , -   
SD5,HNX,Song Da 5 JSC,Construction & Materials L2,5.936294077," 25,999,848 "," 25,999,848 "," 10,399,939 ",40.0%, -   ," (10,273,090)"," 10,273,090 ",64.16%,9.49%,26.35%,39.51%,0.43," 18,506.18 ", 729.13 , 7.13 , 0.28 ,4.00%,1.18%,1.510182687,4.35304106,,0,0," 5,300 ", 100 ,1.92%,3.92%,6.00%,1.92%,-14.52%," 4,400 ", -   , 995 , -   ," 4,400 ", 995 ," 100,398,999 ",-76.99%," 20,292 ", 200 , -   , 200 , 46 , -   , 46 
SD6,HNX,Song Da 6 JSC,Construction & Materials L2,4.493810925," 34,771,611 "," 34,771,611 "," 12,170,064 ",35.0%, -   ," (12,275,242)"," 12,275,242 ",65.00%,13.69%,21.31%,35.30%,0.11," 13,484.86 ", 146.39 , 20.49 , 0.22 ,1.09%,0.34%,1.856750741,2.787579025,,0,0," 3,000 ", -   ,0.00%,15.38%,25.00%,7.14%,-14.29%," 52,500 ", -   ," 6,325 ", -   ," 52,500 "," 6,325 "," 161,805,999 ",-9.26%," 60,718 "," 1,900 ", (200)," 1,700 ", 245 , (26), 219 
SD9,HNX,Song Da 9 JSC,Construction & Materials L2,8.258751562," 34,234,000 "," 34,234,000 "," 15,405,300 ",45.0%, -   ," (14,404,319)"," 14,404,319 ",55.87%,6.92%,37.21%,42.08%,0.31," 19,281.89 ", 353.56 , 15.84 , 0.29 ,1.48%,0.51%,3.737480129,7.262501377,,28.56666523,1.318399173," 5,600 ", -   ,0.00%,14.29%,12.00%,-8.20%,-15.15%," 49,750 ", -   ," 11,804 ", -   ," 49,750 "," 11,804 "," 190,816,005 ",43.46%," 38,152 ", -   , -   , -   , -   , -   , -   
SDA,HNX,SIMCO Song Da,Industrial Goods & Services L2,3.612595011," 26,205,990 "," 26,206,158 "," 26,205,990 ",100.0%, -   , -   , -   ,0.00%,0.00%,100.00%,0.00%,-0.22," 7,524.98 "," (2,424.91)", (1.24), 0.40 ,-28.95%,-13.82%,-0.419363644,-0.329140027,,0,0," 3,200 ", 200 ,6.67%,3.23%,39.13%,-3.03%,14.29%," 10,200 ", -   ," 1,248 ", -   ," 10,200 "," 1,248 "," 36,768,000 ",-21.24%," 76,506 ", -   , -   , -   , -   , -   , -   
SDC,HNX,Song Da Consulting,Industrial Goods & Services L2,1.821233688," 2,609,648 "," 2,609,710 "," 782,894 ",30.0%, -   ," (1,079,780)"," 1,079,780 ",51.01%,7.62%,41.37%,41.38%,0.29," 20,569.31 ", 703.39 , 23.03 , 0.79 ,3.44%,1.68%,0.115820074,0.168599127,,2.694610778,0.107784431," 16,200 ", -   ,0.00%,0.00%,0.00%,-1.82%,15.71%, -   , -   , -   , -   , -   , -   ," 81,000 ",1900.00%, 5 , -   , -   , -   , -   , -   , -   
SDG,HNX,Can Tho Sadico,Industrial Goods & Services L2,9.403347422," 6,799,997 "," 6,799,997 "," 1,699,999 ",25.0%, -   ," (3,309,873)"," 3,309,873 ",0.00%,0.33%,99.67%,48.67%,0.17," 34,367.45 "," 5,322.31 ", 6.69 , 1.04 ,9.58%,5.48%,4.217045189,5.25514565,,0,0," 32,100 "," (3,500)",-9.83%,-9.83%,-10.83%,-19.75%,36.60%, 100 , -   , 138 , -   , 100 , 138 ," 19,548,000 ",-83.58%, 550 , -   , -   , -   , -   , -   , -   
SDN,HNX,Dong Nai Paint Corp.,Construction & Materials L2,2.027517253," 1,518,218 "," 1,518,218 "," 531,376 ",35.0%, -   ," (361,431)"," 361,431 ",30.01%,25.19%,44.80%,23.81%,-0.18," 25,260.52 "," 4,344.25 ", 7.14 , 1.23 ,17.78%,9.90%,0.433161291,0.537093367,,5.815706716,0.251583165," 31,000 ", -   ,0.00%,0.00%,0.00%,7.64%,1.64%, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
SDT,HNX,Song Da 10 JSC,Construction & Materials L2,7.547601564," 42,732,311 "," 42,732,311 "," 17,092,924 ",40.0%, -   ," (17,154,266)"," 17,154,266 ",62.27%,8.85%,28.88%,40.14%,0.06," 20,740.77 ", (41.11), (99.72), 0.20 ,-0.20%,-0.06%,3.79840552,5.360283368,,0,0," 4,100 ", -   ,0.00%,13.89%,41.38%,13.89%,0.00%," 34,550 ", -   ," 5,888 ", -   ," 34,550 "," 5,888 "," 199,569,494 ",-31.60%," 59,414 "," 2,000 ", -   ," 2,000 ", 345 , -   , 345 
SDU,HNX,Song Da Urban,Construction & Materials L2,5.858786025," 20,000,000 "," 20,000,000 "," 3,000,000 ",15.0%, -   ," (9,777,900)"," 9,777,900 ",30.00%,0.11%,69.89%,48.89%,-0.27," 17,477.03 ", 130.47 , 52.12 , 0.39 ,0.75%,0.23%,1.479896575,1.616589293,,0,0," 6,800 ", -   ,0.00%,0.00%,9.68%,-16.05%,-20.00%, -   , -   , -   , -   , -   , -   ," 1,122,500 ",1586.41%, 155 , -   , -   , -   , -   , -   , -   
SEB,HNX,Central Area Electricity,Utilities L2,42.73463314," 31,999,969 "," 31,999,969 "," 4,799,995 ",15.0%, -   ," (15,642,449)"," 15,642,449 ",15.00%,0.12%,84.88%,48.88%,0.37," 12,926.71 "," 3,364.43 ", 9.21 , 2.40 ,21.26%,13.16%,5.841140648,7.576431915,,6.697970965,3.853013398," 31,000 ", -   ,0.00%,0.32%,2.31%,-22.50%,-3.13%," 5,000 ", -   ," 6,677 ", -   ," 5,000 "," 6,677 "," 123,287,999 ",25.72%," 4,192 ", -   , -   , -   , -   , -   , -   
SED,HNX,Phuong Nam education,Media L2,5.591918322," 9,271,800 "," 10,000,000 "," 4,635,900 ",50.0%, -   ," (3,372,091)"," 3,372,091 ",49.24%,15.28%,35.48%,36.37%,0.26," 22,958.98 "," 3,806.83 ", 3.70 , 0.61 ,15.07%,8.02%,2.187120929,2.205392149,,22.9612717,1.550855124," 14,000 ", (100),-0.71%,0.00%,-0.71%,-11.95%,-19.54%," 1,100 ", -   , 667 , -   ," 1,100 ", 667 ," 25,116,500 ",-38.33%," 1,790 ", -   , -   , -   , -   , -   , -   
SFN,HNX,Saigon Fishing Net,Industrial Goods & Services L2,3.109317193," 2,864,150 "," 3,000,000 "," 1,575,283 ",55.0%, -   ," (1,445,760)"," 1,445,760 ",40.00%,0.81%,59.19%,50.48%,0.39," 18,720.96 "," 2,329.93 ", 10.82 , 1.35 ,12.71%,11.11%,0.35502284,0.559170984,,0,0," 25,200 ", -   ,0.00%,0.00%,-1.18%,-22.94%,-12.80%, -   , -   , -   , -   , -   , -   ," 507,000 ",894.08%, 20 , -   , -   , -   , -   , -   , -   
SGC,HNX,Sa Giang Import Export Corp.,Food & Beverage L2,18.04369052," 7,147,580 "," 7,147,580 "," 2,144,274 ",30.0%, -   ," (3,437,460)"," 3,437,460 ",49.89%,0.91%,49.21%,48.09%,0.74," 17,075.24 "," 4,501.81 ", 13.02 , 3.43 ,28.30%,19.11%,1.746498052,1.982061533,,0,0," 58,600 ", -   ,0.00%,-0.51%,-17.35%,-45.03%,-49.04%, -   , -   , -   , -   , -   , -   ," 45,686,500 ",-61.48%, 787 , -   , -   , -   , -   , -   , -   
SGD,HNX,Ho Chi Minh Edu Books,Media L2,1.706862534," 4,043,000 "," 4,137,000 "," 1,415,050 ",35.0%, -   ," (1,968,430)"," 1,968,430 ",15.28%,1.42%,83.30%,48.69%,0.63," 13,236.54 "," 1,143.47 ", 9.44 , 0.82 ,6.84%,3.89%,0.21838817,0.259950448,,0,0," 9,800 "," (1,000)",-9.26%,-2.00%,-2.97%,-16.95%,-24.62%, 500 , -   , 211 , -   , 500 , 211 ," 13,105,500 ",-62.61%," 1,315 ", -   , -   , -   , -   , -   , -   
SGH,HNX,Saigon Hotel Corp.,Travel & Leisure L2,20.24020161," 12,364,100 "," 12,364,100 "," 1,854,615 ",15.0%, -   ," (6,002,505)"," 6,002,505 ",38.86%,0.45%,60.69%,48.55%,-0.19," 14,136.39 "," 1,524.65 ", 24.92 , 2.69 ,11.18%,10.35%,0.608129253,0.742893418,,0,0," 38,000 ", -   ,0.00%,0.26%,-8.21%,-19.49%,-34.03%, -   , -   , -   , -   , -   , -   ," 3,029,500 ",527.17%, 80 , -   , -   , -   , -   , -   , -   
SHB,HNX,SH Bank,Banks L2,1209.899239," 1,755,336,940 "," 1,455,053,145 "," 1,492,036,399 ",85.0%, -   ," (443,110,749)"," 443,110,749 ",1.60%,5.78%,92.61%,25.24%,2.10," 12,654.07 "," 1,676.90 ", 9.24 , 1.22 ,13.81%,0.71%,0,0,,0,0," 16,000 ", 500 ,3.23%,-0.62%,-7.51%,197.60%,176.34%," 3,997,346 ", -   ," 2,676,264 ", -   ," 3,997,346 "," 2,676,264 "," 121,443,134,026 ",-48.92%," 8,876,562 "," 14,900 "," (530,880)"," (515,980)"," 10,008 "," (354,423)"," (344,415)"
SHE,HNX,Son Ha Development of Renewable Energy,Personal & Household Goods L2,3.984836083," 5,000,000 "," 5,000,000 "," 1,250,000 ",25.0%, -   ," (2,287,900)"," 2,287,900 ",0.00%,3.23%,96.77%,45.76%,0.41," 16,325.82 "," 5,398.81 ", 3.43 , 1.13 ,36.92%,25.48%,1.330800369,1.347832711,,9.908241072,0.904665489," 18,500 ", -   ,0.00%,-2.63%,-0.54%,25.00%,38.06%, 500 , -   , 398 , -   , 500 , 398 ," 22,981,500 ",-59.75%," 1,945 ", 500 , -   , 500 , 398 , -   , 398 
SHN,HNX,Hanoi Investment General,Construction & Materials L2,44.10875205," 129,607,147 "," 129,607,147 "," 116,646,432 ",90.0%, -   ," (63,436,848)"," 63,436,848 ",0.00%,0.05%,99.95%,48.95%,-0.15," 12,018.66 ", 750.27 , 9.60 , 0.60 ,5.05%,1.77%,1.111528696,1.845183842,,0,0," 7,900 ", 700 ,9.72%,17.91%,3.95%,-13.19%,-13.19%," 103,630 ", -   ," 35,132 ", -   ," 103,630 "," 35,132 "," 144,586,994 ",463.87%," 20,327 ", -   , -   , -   , -   , -   , -   
SHS,HNX,Sai Gon - Ha Noi Securities,Financial Services L2,114.2908272," 207,268,201 "," 207,268,201 "," 145,087,741 ",70.0%, -   ," (87,589,432)"," 87,589,432 ",0.00%,6.75%,93.25%,42.26%,2.26," 13,214.29 "," 1,159.16 ", 10.09 , 0.89 ,9.07%,4.16%,23.29023403,23.33737852,,0,0," 12,800 "," 1,100 ",9.40%,-5.88%,47.13%,66.23%,7.56%," 4,320,140 ", -   ," 2,243,158 ", -   ," 4,320,140 "," 2,243,158 "," 34,750,574,975 ",49.80%," 3,481,351 ", 700 ," (20,300)"," (19,600)", 339 ," (10,364)"," (10,025)"
SIC,HNX,ANI Joint Stock Company,Construction & Materials L2,8.37436085," 23,999,264 "," 23,999,270 "," 7,199,779 ",30.0%, -   ," (11,688,484)"," 11,688,484 ",24.48%,0.30%,75.22%,48.70%,-0.78," 12,961.77 "," 2,976.70 ", 2.72 , 0.62 ,23.73%,12.65%,3.474500816,3.531370373,,8.048845647,0.49577267," 8,100 ", -   ,0.00%,0.00%,-5.81%,-10.00%,-14.74%," 12,600 ", -   ," 4,397 ", -   ," 12,600 "," 4,397 "," 31,376,500 ",225.28%," 3,753 ", -   , -   , -   , -   , -   , -   
SJ1,HNX,Hung Hau Agricultural,Food & Beverage L2,16.63439806," 21,100,234 "," 21,101,244 "," 7,385,081 ",35.0%, -   ," (10,298,064)"," 10,298,064 ",0.00%,0.20%,99.80%,48.81%,-0.49," 13,937.01 "," 1,294.33 ", 15.68 , 1.46 ,9.47%,2.83%,2.976437416,3.480505683,,47.38723991,1.137293758," 18,300 "," (2,000)",-9.85%,-18.67%,-27.38%,-16.06%,-9.78%, 400 , -   , 350 , -   , 400 , 350 ," 804,500 ",909.32%, 35 , -   , -   , -   , -   , -   , -   
SJC,HNX,Song Da 1.01,Construction & Materials L2,0.298745617," 6,934,782 "," 7,226,082 "," 3,814,130 ",55.0%, -   ," (3,507,098)"," 3,507,098 ",19.92%,0.47%,79.61%,50.57%,0.29," 14,066.88 ", (6.97), (129.15), 0.06 ,-0.05%,0.00%,-0.000265842,0.029595965,,0,0," 1,000 ", 100 ,11.11%,11.11%,100.00%,-16.67%,-50.00%," 29,983 ", -   ," 1,282 ", -   ," 29,983 "," 1,282 "," 11,162,500 ",166.07%," 18,310 ", -   , -   , -   , -   , -   , -   
SJE,HNX,Song Da 11,Construction & Materials L2,15.61788738," 18,310,001 "," 18,310,001 "," 13,732,501 ",75.0%, -   ," (8,890,966)"," 8,890,966 ",16.95%,0.44%,82.61%,48.56%,0.26," 29,384.33 "," 3,253.82 ", 5.78 , 0.64 ,9.65%,2.65%,7.534788136,10.23614388,,0,0," 19,800 "," 1,000 ",5.32%,5.32%,17.86%,9.39%,-25.28%, 100 , -   , 85 , -   , 100 , 85 ," 169,595,999 ",-98.83%," 9,140 ", -   , -   , -   , -   , -   , -   
SLS,HNX,Son La Sugar,Food & Beverage L2,21.93517167," 9,791,945 "," 9,791,945 "," 5,875,167 ",60.0%, -   ," (4,436,209)"," 4,436,209 ",0.00%,3.70%,96.30%,45.30%,0.48," 52,416.07 "," 8,479.65 ", 6.01 , 0.97 ,16.45%,6.92%,4.887275011,4.900518038,,37.21953216,1.099814759," 52,000 "," 1,000 ",1.96%,-9.25%,3.59%,22.64%,35.77%," 5,320 ", -   ," 11,653 ", -   ," 5,320 "," 11,653 "," 509,285,995 ",-47.08%," 9,526 ", -   , -   , -   , -   , -   , -   
SMN,HNX,South Books and Education Equipment,Media L2,1.612997028," 4,405,000 "," 4,405,000 "," 2,202,500 ",50.0%, -   ," (2,116,050)"," 2,116,050 ",53.12%,0.96%,45.92%,48.04%,-0.09," 13,999.04 "," 1,720.69 ", 4.94 , 0.61 ,11.65%,4.22%,0.394189931,0.403026997,,0,0," 8,500 ", -   ,0.00%,3.66%,-2.30%,-15.00%,-11.46%, -   , -   , -   , -   , -   , -   ," 8,385,000 ",-89.86%," 1,020 ", -   , -   , -   , -   , -   , -   
SMT,HNX,SAMETEL,Technology L2,2.54375848," 5,467,432 "," 5,467,432 "," 1,913,601 ",35.0%, -   ," (1,047,565)"," 1,047,565 ",0.00%,29.84%,70.16%,19.16%,0.22," 12,647.34 "," (1,129.02)", (10.63), 0.95 ,-8.86%,-3.14%,-0.065113185,-0.168472276,,0,0," 10,800 "," (1,200)",-10.00%,-10.74%,-30.32%,-56.97%,-65.71%, 600 , -   , 284 , -   , 600 , 284 ," 1,739,000 ",279.53%," 1,657 ", 100 , (100), -   , 52 , (52), -   
SPI,HNX,Stone Spilit,Basic Resources L2,0.796816439," 16,815,000 "," 16,815,000 "," 15,974,250 ",95.0%, -   ," (8,015,050)"," 8,015,050 ",0.00%,1.33%,98.67%,47.67%,0.28," 9,958.49 ", 19.97 , 55.09 , 0.11 ,0.20%,0.12%,-0.095230178,-0.07929283,,0,0," 1,100 ", -   ,0.00%,0.00%,22.22%,10.00%,22.22%," 571,000 ", -   ," 27,048 ", -   ," 571,000 "," 27,048 "," 384,265,489 ",63.39%," 362,141 ", -   , -   , -   , -   , -   , -   
SRA,HNX,Sara Vietnam,Technology L2,9.150045233," 18,000,000 "," 18,000,000 "," 16,200,000 ",90.0%, -   ," (8,368,802)"," 8,368,802 ",0.00%,2.51%,97.49%,46.49%,1.48," 20,756.00 "," 4,449.63 ", 2.72 , 0.58 ,22.72%,20.79%,2.545813375,2.695052926,,0,0," 11,800 ", (300),-2.48%,-11.28%,-3.28%,34.09%,-1.67%," 266,060 ", -   ," 129,246 ", -   ," 266,060 "," 129,246 "," 1,759,703,979 ",70.45%," 136,557 ", -   , -   , -   , -   , -   , -   
SSM,HNX,VNECO Steel Structure,Basic Resources L2,1.534564012," 4,947,477 "," 5,501,024 "," 2,226,365 ",45.0%, -   ," (2,482,639)"," 2,482,639 ",1.11%,3.87%,95.02%,50.18%,-0.04," 13,228.33 "," 2,228.07 ", 3.23 , 0.54 ,17.76%,5.04%,0.740839989,0.773996028,,13.28906216,0.305647697," 7,200 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
STC,HNX,HCM Book and Edu Equipments,Media L2,3.661006763," 5,665,530 "," 5,665,530 "," 2,549,489 ",45.0%, -   ," (2,458,419)"," 2,458,419 ",52.54%,5.61%,41.85%,43.39%,-0.11," 19,156.62 "," 2,523.46 ", 5.86 , 0.77 ,12.37%,8.20%,0.64231648,0.805575225,,0,0," 15,000 ", 200 ,1.35%,-6.83%,6.38%,21.95%,-16.67%, 400 , -   , 258 , -   , 400 , 258 ," 7,638,500 ",-21.45%, 497 , -   , -   , -   , -   , -   , -   
STP,HNX,Song Da Industry and Trade,Industrial Goods & Services L2,2.073509585," 8,022,063 "," 8,045,744 "," 6,417,650 ",80.0%, -   ," (3,881,930)"," 3,881,930 ",0.00%,0.75%,99.25%,48.39%,0.17," 17,996.67 "," 1,081.46 ", 5.46 , 0.33 ,6.11%,4.97%,0.478222015,0.597666983,,8.261663723,0.206780683," 6,000 ", 100 ,1.69%,5.26%,-13.04%,11.11%,-25.00%, 122 , -   , 31 , -   , 122 , 31 ," 2,978,500 ",-79.86%," 20,236 ", -   , -   , -   , -   , -   , -   
SVN,HNX,Vexilla Viet Nam Group,Construction & Materials L2,1.718864429," 21,000,000 "," 21,000,000 "," 7,350,000 ",35.0%, -   ," (8,608,300)"," 8,608,300 ",0.00%,8.01%,91.99%,40.99%,-1.05," 10,509.58 ", 3.63 , 523.13 , 0.18 ,0.00%,0.00%,0,0,,0,0," 1,900 ", -   ,0.00%,11.76%,35.71%,0.00%,72.73%," 16,600 ", -   ," 1,303 ", -   ," 16,600 "," 1,303 "," 62,036,501 ",-51.25%," 36,898 ", -   , -   , -   , -   , -   , -   
SZB,HNX,Sonadezi Long Binh,Real Estate L2,34.8942403," 30,000,000 "," 30,000,000 "," 13,500,000 ",45.0%, -   ," (14,700,000)"," 14,700,000 ",46.22%,0.00%,53.78%,49.00%,0.19," 18,428.35 "," 3,254.42 ", 8.30 , 1.47 ,18.34%,9.72%,4.900450104,6.056316611,,15.2242278,4.225907896," 27,000 ", -   ,0.00%,-2.88%,-15.63%,-9.70%,n.a," 5,400 ", -   ," 6,238 ", -   ," 5,400 "," 6,238 "," 659,237,009 ",-78.04%," 21,336 ", -   , -   , -   , -   , -   , -   
TA9,HNX,Thanh An No 96,Construction & Materials L2,4.654811825," 12,419,787 "," 12,419,787 "," 6,209,894 ",50.0%, -   ," (5,790,428)"," 5,790,428 ",51.00%,2.38%,46.62%,46.62%,0.20," 11,912.19 "," 1,823.15 ", 4.66 , 0.71 ,16.14%,1.73%,1.401479385,3.413760091,,43.07930901,0.73751777," 8,700 ", 200 ,2.35%,2.35%,0.00%,-4.40%,6.10%, 606 , -   , 212 , -   , 606 , 212 ," 15,720,000 ",-69.02%," 1,860 ", -   , -   , -   , -   , -   , -   
TAR,HNX,Trung An Hi-tech Farming,Food & Beverage L2,31.36173696," 35,000,000 "," 35,000,000 "," 19,250,000 ",55.0%, -   ," (17,121,880)"," 17,121,880 ",0.00%,0.07%,99.93%,48.92%,0.79," 14,589.70 "," 2,105.49 ", 10.40 , 1.50 ,15.61%,5.66%,5.843611413,6.760665249,,0,0," 20,800 "," (1,100)",-5.02%,-14.05%,-37.35%,-26.76%,-30.67%," 373,355 ", -   ," 337,270 ", -   ," 373,355 "," 337,270 "," 9,722,264,994 ",-19.51%," 642,003 "," 4,000 ", -   ," 4,000 "," 3,588 ", -   ," 3,588 "
TBX,HNX,Thai Binh Cement,Construction & Materials L2,1.450878559," 1,510,280 "," 1,510,280 "," 528,598 ",35.0%, -   ," (739,817)"," 739,817 ",0.00%,0.01%,99.99%,48.99%,0.01," 13,699.26 ", (994.10), (22.43), 1.63 ,-6.64%,-3.01%,-0.02089055,0.01074483,,2.604575023,0.020850386," 22,300 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TC6,HNX,Vinacomin - Coc Sau Coal,Basic Resources L2,5.879620945," 32,496,105 "," 32,496,105 "," 11,373,637 ",35.0%, -   ," (14,925,516)"," 14,925,516 ",65.00%,3.07%,31.93%,45.93%,0.40," 10,311.30 ", (616.20), (6.82), 0.41 ,-6.00%,-1.03%,1.489526695,7.438327241,,160.9875932,0.939060009," 4,200 ", -   ,0.00%,0.00%,5.00%,-8.70%,-10.64%," 1,810 ", -   , 327 , -   ," 1,810 ", 327 ," 66,631,500 ",-88.65%," 15,813 ", 400 , -   , 400 , 72 , -   , 72 
TCS,HNX,Caoson Coal,Basic Resources L2,9.367977482," 26,846,773 "," 26,846,773 "," 9,396,371 ",35.0%, -   ," (11,782,818)"," 11,782,818 ",65.00%,5.11%,29.89%,43.89%,0.26," 13,648.73 "," 3,056.68 ", 2.75 , 0.62 ,25.48%,3.85%,6.559489145,16.91570474,,242.8380649,1.550855124," 8,100 ", (300),-3.57%,-2.41%,-2.41%,-8.99%,14.08%," 25,100 ", 17 ," 8,690 ", 6 ," 25,117 "," 8,695 "," 293,632,498 ",-31.31%," 33,870 ", -   , -   , -   , -   , -   , -   
TDN,HNX,Vinacomin - Deo Nai coal,Basic Resources L2,7.228830952," 29,439,097 "," 29,439,097 "," 8,831,729 ",30.0%, -   ," (14,334,076)"," 14,334,076 ",51.00%,0.30%,48.70%,48.69%,0.48," 13,888.61 "," 2,721.89 ", 2.09 , 0.41 ,22.58%,5.13%,4.01563328,11.03642002,,127.9886271,0.767569896," 5,700 ", -   ,0.00%,-3.39%,-19.72%,1.79%,5.56%," 34,900 ", -   ," 8,487 ", -   ," 34,900 "," 8,487 "," 508,662,507 ",-61.27%," 77,771 "," 2,000 ", -   ," 2,000 ", 491 , -   , 491 
TDT,HNX,TDT Investment And Development,Personal & Household Goods L2,5.357051131," 11,621,797 "," 11,621,797 "," 8,716,348 ",75.0%, -   ," (5,683,710)"," 5,683,710 ",0.00%,0.09%,99.91%,48.91%,0.41," 13,440.04 "," 2,354.13 ", 4.67 , 0.82 ,17.31%,7.59%,1.415834098,2.084039276,,24.36565717,2.005772627," 10,700 ", (300),-2.73%,2.88%,12.63%,5.94%,14.14%," 50,600 ", 5 ," 23,489 ", 2 ," 50,605 "," 23,491 "," 341,951,500 ",59.45%," 49,817 ", -   , -   , -   , -   , -   , -   
TET,HNX,Northern Textiles And Garments,Personal & Household Goods L2,7.419497178," 5,702,940 "," 5,702,940 "," 1,140,588 ",20.0%, -   ," (2,793,940)"," 2,793,940 ",0.00%,0.01%,99.99%,48.99%,0.00," 16,667.40 ", 762.82 , 39.59 , 1.81 ,4.64%,4.35%,0.193200125,0.223517942,,0,0," 30,200 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TFC,HNX,Trang Corp.,Food & Beverage L2,3.262610305," 16,829,994 "," 16,829,994 "," 6,731,997 ",40.0%, -   ," (2,849,497)"," 2,849,497 ",0.00%,32.07%,67.93%,16.93%,-1.17," 12,082.52 "," 1,637.16 ", 2.81 , 0.38 ,13.69%,5.41%,1.601086531,1.748580626,,0,0," 4,500 ", (100),-2.17%,0.00%,9.76%,7.14%,-30.77%, 300 , -   , 58 , -   , 300 , 58 ," 7,571,000 ",-82.17%," 1,735 ", -   , -   , -   , -   , -   , -   
